"_c0","text"
"视觉算法工程师","C/C++	职责描述：
1、根据机器人采集到的图像数据，识别轨道交通上的异物，裂纹，破损，丢失等；
2、根据项目需求进行相机等传感器选型；
3、开展深度学习工具链的开发；
4、配合硬件及嵌入式软件开发的工作。

任职要求：
1、全日制本科及以上，5年以上相关工作经验；
2、熟悉深度学习理论框架模型，包括CNN，YOLO，Centernet，Resnet，以及MASK RCNN模型等；
3、熟悉Tensorflow，pytorch等；
4、熟悉C++，有一定的算法部署经验（重要）；
5、有过巡检/移动机器人行业、工业缺陷检测经验优先考虑。

说明：主要负责产品视觉算法设计开发！
"
"高级AI算法工程师","图像算法,模型部署	职责描述：
1. 负责垂直整合项目中基于自研芯片的AI影像系统方案设计、仿真验证，保证自研芯片能够顺利落地，保证效果竞争力；
2. 负责利用深度学习进行HDR/NR/SR/Demosaic/LTM等算法设计，包括模型的设计和训练；
3. 负责将深度学习模型在 DSP/GPU/NPU/CPU 等硬件单元的部署和优化；
4. 负责网络模型在落地过程中的精简优化；
5. 跟进行业与学术界、三方公司的算法发展趋势，提前进行技术布局。

任职要求：
1. 具备图像处理基础知识，理解CV算法原理；
2. 熟悉深度学习原理和基本模型，熟练使用PyTorch、TensorFlow 等常用深度学习工具；
3. 有主导深度学习相关算法开发与落地经验的优先；
4. 有主导模型裁剪和优化相关经验的优先；
5. 有NPU硬件开发经验的优先；
6. 在公开测试集取得优异效果或在等顶级会议发表论文者优先。"
"IC算法工程师","	        工作地点：上海、南京岗位概要：负责通信及基带相关算法的研究、硬件模型实现和验证工作。工作职责：1.负责无线通信系统、基带、路由和加密算法的功能性能研究及优化；2.完成matlab原型设计，指导算法在逻辑电路上的实现；3.建立仿真平台，完成算法的功能性能仿真验证，为RTL验证提供参考模型；4.支持硬件开发，参与测试，分析解决实际开发中遇见到的各种问题；5.根据公司产品规划进行前瞻性算法研究，配合专利布局撰写专利。任职要求：1. 硕士及以上学历，计算机、通信、应用数学、电子、自动化等相关专业；2. 熟悉网络通信原理和数字信号处理的基础知识，熟悉计算机架构和各种通信算法；3. 具有良好的编程基础，熟悉Matlab, C/C++，信号处理仿真；4. 具备很强的学习能力、逻辑思维和创新意识；5. 有很好的英文读写能力和科技文献检索阅读总结能力；6. 有技术发明专利撰写和申请经验者优先。                "
"地图定位技术组_计算机3D视觉算法工程师","大模型算法,机器学习,深度学习,图像算法,SLAM算法,多模态算法,C/C++,发表算法相关优秀论文,参加算法相关竞赛/获奖,高精地图,地图定位,计算机3D视觉	工作职责：
-负责图像、点云相关SLAM/深度学习算法在城市规模建图或众源更新业务上的研发与应用
-协助团队内部的技术交流和讨论，推动项目的进展和创新
-将技术创新推向亿万用户

任职资格：
-24届应届毕业生，硕士及以上学历优先，也考虑优秀的23届同学
-具有良好的3D立体视觉或深度学习的理论基础以及良好的数学基础
-熟练掌握以下至少一类算法：点云配准，LIO，VIO，BEV感知等
-备高精地图或定位相关研发经验，并在ICRA/IROS/CVPR等会议发表过高水平论文优先
-熟悉C/C++/python程序开发，沟通能力与合作精神较好"
"算法工程师（计算机视觉方向）","业务导向,语音/图像识别,TensorFlow/PyTorch,深度学习经验,英文读写能力良好	【工作职责】
1、负责教育产品视觉算法研究和工程实现；
2、负责组织产品积累沉淀业务数据，挖掘视觉算法在教育场景的落地应用；
3、负责长期跟踪优化线上视频/图像分析服务效果。

【任职要求】
1、负责图像/视频相关算法的研究与开发，包括深度学习以及常用机器学习方法在机器视觉中的应用，熟悉物体检测、人脸识别、人体分析、目标跟踪、视频分析等方向中至少一项；
2、较强的算法实现能力，熟练掌握Python编程，熟悉 C++/Java 至少一种编程语言；
3、具备基于深度学习或计算机视觉算法的实际项目经验，要求3年以上经验；
4、具备前沿计算机视觉技术方向的研究能力，具备算法精度、速度等核心指标优化经验尤佳。"
"NLP算法工程师","知识图谱,推荐算法,搜索算法,Java,Python,C/C++,深度学习,机器学习,大模型算法	1、熟悉NLP的各种任务建模，并且有丰富的实践经验，包含但不仅限于切词、NER、语言模型、事件检测与要素抽取、分类等；
2、具备分布式计算方面的研发经验，能够在Tensorflow、Pytorch等主流深度学习平台上开发分布式算法；
3、有技术洞察力，精益求精，有产品意识，优秀的问题分析解决能力，对挑战充满激情；
4、有技术上的创新和突破，在业界有一定的知名度和影响力优先；
5、在ACL、EMNLP、NAACL、COLING、WWW、CIKM、ICML、KDD、NeurIPS等相关国际会议上有文献发表优先。"
"算法工程师","MATLAB,C/C++	职责描述：
（1）算法设计，物理层相关解调及译码算法设计，包括但不限于NR/LTE相关标准。
（2）协议分析，持续跟进业内相关标准组织的协议演进及分析，包括但不限于NR/LTR相关标准。
（3）问题解析，支撑实验室/外场测试遇到的相关问题分析及算法优化。
任职要求：
（1）2年以上物理层算法设计经验，包括信号检测及译码相关算法设计。
（2）一定的理论基础，包括数字信号处理，矩阵理论，概率论等。
（3）熟练使用MATLAB；了解C/C++/Python。
（7）良好的中英文书写及阅读能力。
（8）良好的团队合作及沟通能力。"
"饿了么-算法专家-联盟广告","	职位描述：<br>1. 负责阿里本地生活联盟广告等相关业务产品的算法研发工作，利用机器学习、深度学习、在线学习、自然语言处理等技术处理海量数据，结合LBS的业务特点，分析与挖掘各种潜在关联，设计特征，优化模型，提升点击率、转化率、成交、停留时长等核心指标，支撑业务快速发展；<br><br>2. 负责机器学习尤其是深度学习前沿问题的探索与研究，结合阿里本地生活业务的实际应用场景，提供技术解决方案。<br><br>职位要求：<br>1. 3年以上互联网行业策略算法工作经验，对算法相关的离线建模、在线开发有经验；<br><br>2. 熟练掌握C++或Java开发，有一定的工程实现能力；"
"通信算法工程师","	工作职责：

1、负责基本DSP算法开发，如CORDIC、FFT、滤波器算法、DDC、DFE等；

2、负责UWB基带及雷达算法开发与仿真， 包括同步、信道估计、编译码等；

3、开发定点算法，并支持FPGA/ASIC/SW算法实现，生成测试向量并协助完成FPGA/ASIC/SW仿真验证；

4、编写MATLAB/C/C++代码，对算法的功能和性能进行仿真，撰写算法设计文档，包括功能和性能仿真报告等；

5、支持与算法相关的产品/系统测试，分析测试中出现的问题，并提出解决方案。

任职要求：

1、信号处理、通信工程、电子信息技术等相关专业，具备较强的信号与信息处理、算法设计与验证经验；

2、精通数字信号处理技术，通信系统理论基础扎实，深入理解信号与系统、数字信号处理、信号检测与估计、随机过程、矩阵理论等；

3、精通MATLAB/C/C++编程，能独立搭建DSP/基带算法仿真链路，并完成功能和性能仿真及优化；

4、熟悉基带算法设计与仿真，熟悉BLE/BT/UWB/WiFi等通信标准；有实际开发经验者优先；

5、了解FPGA、DSP、ASIC算法实现，有实际开发经验者优先。"
"图像算法工程师","算法开发,图像处理,信号处理,图像开发,C++,C语言	工作职责：
1. 负责基于图像的医疗相关算法开发
2. 负责基于计算机视觉的医疗诊断算法开发
3. 负责相关技术方案、算法开发文档编写，配合软件开发等同事的开发工作

任职资格：
1. 硕士及以上学历，计算机、信号处理、数学等相关专业；
2. 熟悉音频相关处理算法，有音频相关临床应用项目经验优先；
3. 掌握opencv等视觉处理库，有视频和图像处理项目经验优先；
4. 有可穿戴设备相关算法开发经验优先；
5. 能快速阅读英文文献，并进行文献调研和撰写相应的调研报告；
6. 熟练掌握python和C++代码编写；
7. 了解常规机器学习算法原理，熟练掌握深度学习库：Tensorflow和Pytorch，有算法部署经验优先；
8. 快速的学习能力，具备良好的团队合作精神和沟通能力。"
"算法研究员","C++,MATLAB,算法研究	<p>主要职责：</p><p>1. 参与新技术、新算法的研究、实现与验证。</p><p>2. 对算法进行C++ 或Matlab编程实现和验证，并根据应用需求持续改进。</p><p>3. 按规范编写算法设计文档、测试验证文档等相关技术文档。</p><p>4. 调研专业领域学术界和工业界的前沿技术与动态。</p><p>5. 参与项目论证、申报、实施等工作。</p><p>任职要求：</p><p>1. 理工类专业***硕士、博士学历。数学、物理类专业优先。</p><p>2. 熟练使用C++ 或Matlab进行算法实现与开发。</p><p>3. 掌握电磁场理论、微波技术、信号处理、优化算法等一个或多个领域的基本理论。有以上相关领域算法研究经验者优先。</p><p>4. 具备较强的数理基础，具备较强的逻辑思维能力、理论推导能力、学习能力、创新能力，能够快速熟悉新领域的基本知识并开展相关研究工作。</p><p>5. 具备较好的代码习惯和较强的文档编写能力。</p><p>6. 具备较强的英语读写能力，能够熟练、快速查阅国内外技术文献并对文献中的算法进行复现。</p><p>7. 品行端正，认真负责，自我驱动力强，吃苦耐劳，具备较强的沟通能力、团队协作能力。</p><p>福利待遇：<br>1、周末双休，法定节假日照常休息；<br>2、五险一金：入职购买社保、住房公积金；<br>3、每年组织开展员工体检；<br>4、技术培训：公司鼓励大家不断学习，每年不定期组织和开展内部专题培训及外部知识培训。<br>5、年终奖及提薪：公司每年根据员工个人工作表现发放年终奖金和年度提薪。<br>6、团建活动：公司开展新人团建及不定期团建活动。<br>7、公司提供各种小零食、咖啡、茶以及各种生活电器，打造良好的工作氛围。<br>职位福利：五险一金、定期体检、周末双休、加班补助<br></p>"
